Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,Lead Quality,Lead Profile,City,A free copy of Mastering The Interview,Last Notable Activity,Lead Score,Lead Category
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,Low in Relevance,Unknown,Mumbai,No,Email Opened,97.39,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,663,2.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Modified,14.2,Cold Lead
API,Organic Search,No,0,3.0,105,1.0,Email Opened,Unknown,Unknown,Unknown,Working Professional,Worst,Unknown,Unknown,No,Email Opened,1.3,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1603,2.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,SMS Sent,86.65,Hot Lead
API,Direct Traffic,No,1,13.0,724,2.17,Email Opened,India,Travel and Tourism,Unknown,Working Professional,Low in Relevance,Potential Lead,Thane & Outskirts,No,Email Opened,98.73,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Link Clicked,2.76,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Olark Chat,No,0,4.0,416,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Page Visited on Website,3.88,Cold Lead
Landing Page Submission,Organic Search,No,1,9.0,1354,3.0,Email Opened,United Arab Emirates,Travel and Tourism,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,Modified,66.1,Warm Lead
Landing Page Submission,Google,No,1,6.0,969,2.0,Email Opened,India,Finance Management,Online Search,Unemployed,Might be,Other Leads,Mumbai,No,Email Opened,96.2,Hot Lead
API,Olark Chat,Yes,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,0.56,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,85.0,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Direct Traffic,No,1,5.0,1763,1.67,SMS Sent,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,SMS Sent,88.49,Hot Lead
Landing Page Submission,Direct Traffic,No,1,2.0,143,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Other Cities of Maharashtra,Yes,SMS Sent,79.5,Warm Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,72.47,Warm Lead
Lead Add Form,Reference,No,1,0.0,0,0.0,Olark Chat Conversation,Unknown,Finance Management,Unknown,Working Professional,High in Relevance,Potential Lead,Unknown,No,Olark Chat Conversation,97.08,Hot Lead
Landing Page Submission,Direct Traffic,No,0,4.0,13,2.0,Email Link Clicked,India,Operations Management,Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,Yes,Email Link Clicked,0.13,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Olark Chat Conversation,5.29,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
Landing Page Submission,Google,No,0,4.0,225,4.0,SMS Sent,India,Marketing Management,Other,Unemployed,Not Sure,Unknown,Mumbai,No,SMS Sent,6.97,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Google,No,0,2.0,16,1.0,Olark Chat Conversation,India,Unknown,Unknown,Student,Worst,Student of SomeSchool,Unknown,No,Modified,0.12,Cold Lead
API,Google,No,0,5.0,143,2.5,Page Visited on Website,India,Unknown,Unknown,Student,Worst,Student of SomeSchool,Unknown,No,Page Visited on Website,0.1,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,24,2.0,Email Opened,India,Business Administration,Social Media,Unemployed,Worst,Other Leads,Thane & Outskirts,No,Email Opened,0.21,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Olark Chat Conversation,0.9,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1328,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,Modified,26.09,Cold Lead
Lead Add Form,Welingak Website,Yes,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,96.82,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,238,2.0,Email Opened,India,Operations Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Email Opened,2.08,Cold Lead
API,Google,Yes,1,3.0,156,1.5,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,41.71,Cold Lead
API,Google,No,1,2.0,1311,1.0,SMS Sent,India,Marketing Management,Unknown,Working Professional,Might be,Unknown,Unknown,No,SMS Sent,99.16,Hot Lead
Landing Page Submission,Google,No,1,3.0,519,3.0,SMS Sent,India,Human Resource Management,Online Search,Unknown,Unknown,Unknown,Mumbai,No,SMS Sent,49.03,Cold Lead
API,Olark Chat,Yes,0,0.0,0,0.0,Email Bounced,Unknown,Marketing Management,Unknown,Working Professional,Low in Relevance,Other Leads,Other Cities,No,Modified,10.8,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,98.93,Hot Lead
API,Google,No,1,3.0,1575,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,93.02,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,57.38,Warm Lead
Landing Page Submission,Direct Traffic,No,0,5.0,1675,5.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,70.3,Warm Lead
Landing Page Submission,Google,No,1,4.0,1766,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Opened,72.91,Warm Lead
Landing Page Submission,Direct Traffic,No,0,4.0,237,4.0,SMS Sent,India,IT Projects Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,7.55,Cold Lead
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,98.0,Hot Lead
API,Direct Traffic,Yes,0,7.0,157,3.5,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Olark Chat Conversation,1.21,Cold Lead
API,Google,No,0,2.0,1148,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,58.35,Warm Lead
Landing Page Submission,Organic Search,No,1,9.0,1233,4.5,Email Opened,Unknown,IT Projects Management,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,Email Opened,49.18,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
API,Google,No,1,3.0,1152,3.0,Email Opened,India,E-COMMERCE,Unknown,Unemployed,High in Relevance,Potential Lead,Thane & Outskirts,No,Email Opened,94.48,Hot Lead
Landing Page Submission,Organic Search,No,1,4.0,1224,4.0,Email Opened,India,Business Administration,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,Yes,Email Opened,96.47,Hot Lead
API,Organic Search,No,1,12.0,1125,3.0,Page Visited on Website,India,Operations Management,Unknown,Unemployed,High in Relevance,Potential Lead,Mumbai,No,Modified,99.22,Hot Lead
API,Google,No,1,4.0,1483,2.0,Had a Phone Conversation,India,Supply Chain Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Cities,No,Had a Phone Conversation,97.96,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,33,2.0,Page Visited on Website,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,0.86,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,69,3.0,SMS Sent,India,Finance Management,Unknown,Working Professional,Might be,Unknown,Mumbai,Yes,SMS Sent,98.39,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,31.95,Cold Lead
Landing Page Submission,Direct Traffic,No,1,5.0,2058,5.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Mumbai,Yes,SMS Sent,91.87,Hot Lead
Landing Page Submission,Organic Search,Yes,0,10.0,155,5.0,Page Visited on Website,India,Travel and Tourism,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,0.31,Cold Lead
API,Google,No,0,8.0,963,8.0,Email Opened,India,Operations Management,Word Of Mouth,Unemployed,Low in Relevance,Unknown,Other Cities of Maharashtra,No,Email Opened,68.98,Warm Lead
API,Olark Chat,No,0,3.0,1440,1.5,Olark Chat Conversation,India,Marketing Management,Online Search,Unknown,Unknown,Unknown,Other Cities,No,Modified,13.22,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,1.47,Cold Lead
Landing Page Submission,Organic Search,No,0,6.0,288,3.0,SMS Sent,Unknown,Supply Chain Management,Unknown,Unemployed,Not Sure,Other Leads,Other Metro Cities,Yes,SMS Sent,36.71,Cold Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1147,4.0,SMS Sent,India,Media and Advertising,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,SMS Sent,81.76,Hot Lead
API,Organic Search,No,1,7.0,1247,7.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Email Opened,49.61,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,1376,4.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,74.23,Warm Lead
Landing Page Submission,Direct Traffic,No,0,2.0,5,2.0,Email Opened,South Africa,Marketing Management,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,Email Opened,1.37,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,190,1.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,Worst,Student of SomeSchool,Mumbai,Yes,Modified,0.08,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,3,4.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Not Sure,Unknown,Mumbai,Yes,SMS Sent,9.39,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,197,2.0,SMS Sent,India,Marketing Management,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,SMS Sent,16.39,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,521,3.0,SMS Sent,India,Finance Management,Unknown,Student,Might be,Unknown,Thane & Outskirts,Yes,SMS Sent,83.39,Hot Lead
Landing Page Submission,Google,No,0,4.0,275,4.0,Page Visited on Website,India,Marketing Management,Online Search,Unemployed,Unknown,Unknown,Thane & Outskirts,No,Modified,2.98,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
API,Google,No,0,5.0,140,5.0,Email Opened,India,"Banking, Investment And Insurance",Student of SomeSchool,Unknown,Unknown,Unknown,Other Cities of Maharashtra,No,Email Opened,5.74,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1163,2.0,Converted to Lead,India,International Business,Unknown,Unemployed,Not Sure,Other Leads,Mumbai,Yes,Modified,17.76,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,437,2.0,Email Opened,India,Hospitality Management,Unknown,Student,Worst,Student of SomeSchool,Mumbai,Yes,Email Opened,0.11,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,84,2.0,SMS Sent,Saudi Arabia,Supply Chain Management,Unknown,Unemployed,High in Relevance,Unknown,Other Metro Cities,Yes,SMS Sent,94.57,Hot Lead
Landing Page Submission,Google,No,0,5.0,459,5.0,Email Opened,India,Human Resource Management,Word Of Mouth,Student,Not Sure,Unknown,Mumbai,No,Email Opened,9.23,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Email Opened,5.05,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,293,2.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,Unknown,Unknown,Thane & Outskirts,Yes,Email Opened,4.14,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,72.47,Warm Lead
Landing Page Submission,Google,No,1,3.0,730,3.0,Email Opened,India,Marketing Management,Student of SomeSchool,Unemployed,Might be,Potential Lead,Other Cities,No,Email Opened,94.47,Hot Lead
Landing Page Submission,Direct Traffic,No,1,2.0,1534,2.0,SMS Sent,India,Healthcare Management,Unknown,Working Professional,Might be,Potential Lead,Other Cities,Yes,SMS Sent,99.15,Hot Lead
API,Olark Chat,No,0,4.0,10,2.0,Form Submitted on Website,India,Finance Management,Student of SomeSchool,Unemployed,Might be,Unknown,Mumbai,No,Modified,13.19,Cold Lead
Landing Page Submission,Google,No,0,5.0,461,5.0,Email Opened,India,International Business,Online Search,Unknown,Unknown,Unknown,Other Cities of Maharashtra,No,Email Opened,2.44,Cold Lead
Landing Page Submission,Direct Traffic,No,1,2.0,762,2.0,Email Opened,India,International Business,Unknown,Unemployed,Might be,Other Leads,Other Cities,Yes,Email Opened,84.56,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.95,Cold Lead
Landing Page Submission,Google,No,0,5.0,279,2.5,SMS Sent,India,"Banking, Investment And Insurance",Other,Unknown,Unknown,Unknown,Mumbai,No,Modified,5.36,Cold Lead
Landing Page Submission,Google,No,0,3.0,291,1.5,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Worst,Unknown,Mumbai,Yes,Email Opened,0.2,Cold Lead
Landing Page Submission,Organic Search,No,1,14.0,1290,3.5,Email Opened,India,Travel and Tourism,Unknown,Working Professional,Low in Relevance,Other Leads,Other Cities,Yes,Email Opened,99.43,Hot Lead
Landing Page Submission,Google,No,0,3.0,135,1.5,SMS Sent,India,Operations Management,Student of SomeSchool,Unemployed,Not Sure,Unknown,Other Cities,No,SMS Sent,41.05,Cold Lead
API,Olark Chat,No,1,2.0,662,1.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,83.08,Hot Lead
Landing Page Submission,Organic Search,No,0,20.0,1494,6.67,SMS Sent,India,International Business,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,SMS Sent,52.02,Warm Lead
Landing Page Submission,Direct Traffic,No,0,16.0,1996,4.0,Page Visited on Website,India,Business Administration,Unknown,Unemployed,Not Sure,Other Leads,Mumbai,Yes,Page Visited on Website,39.97,Cold Lead
API,Organic Search,No,1,4.0,1833,4.0,SMS Sent,India,Media and Advertising,Unknown,Working Professional,Might be,Potential Lead,Unknown,No,SMS Sent,99.3,Hot Lead
Landing Page Submission,Direct Traffic,No,1,7.0,1058,1.75,SMS Sent,India,Business Administration,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,SMS Sent,73.59,Warm Lead
Landing Page Submission,Direct Traffic,No,1,3.0,1449,1.5,SMS Sent,India,Human Resource Management,Unknown,Working Professional,Might be,Unknown,Mumbai,Yes,SMS Sent,98.32,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,465,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Unknown,Unknown,Other Metro Cities,Yes,Email Opened,6.24,Cold Lead
Landing Page Submission,Google,No,1,8.0,1775,2.67,Email Opened,India,Business Administration,Student of SomeSchool,Working Professional,Might be,Potential Lead,Thane & Outskirts,No,Email Opened,99.28,Hot Lead
Landing Page Submission,Google,No,1,4.0,887,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,High in Relevance,Unknown,Mumbai,No,Email Opened,97.55,Hot Lead
Landing Page Submission,Google,Yes,1,3.0,1738,3.0,SMS Sent,India,Operations Management,Online Search,Unemployed,Might be,Unknown,Mumbai,No,SMS Sent,85.59,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Worst,Unknown,Unknown,No,Email Opened,0.17,Cold Lead
Landing Page Submission,Organic Search,No,1,6.0,428,2.0,Email Opened,India,Operations Management,Unknown,Unemployed,Low in Relevance,Potential Lead,Other Cities,No,Email Opened,89.93,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Worst,Unknown,Unknown,No,Email Opened,0.17,Cold Lead
Landing Page Submission,Direct Traffic,No,0,9.0,78,4.5,SMS Sent,India,Hospitality Management,Unknown,Unemployed,Unknown,Unknown,Other Metro Cities,No,SMS Sent,14.6,Cold Lead
API,Olark Chat,No,1,10.0,1290,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,High in Relevance,Unknown,Other Cities of Maharashtra,Yes,SMS Sent,99.0,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.95,Cold Lead
API,Google,No,0,2.0,29,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,7.55,Cold Lead
API,Organic Search,No,1,4.0,763,2.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Not Sure,Unknown,Unknown,No,SMS Sent,82.96,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,463,2.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,Not Sure,Unknown,Other Cities of Maharashtra,Yes,SMS Sent,16.19,Cold Lead
API,Google,No,0,2.0,217,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Modified,5.72,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,90,2.0,SMS Sent,India,Media and Advertising,Unknown,Unknown,Unknown,Unknown,Mumbai,Yes,Modified,5.11,Cold Lead
API,Google,No,0,5.0,167,5.0,Email Opened,India,Finance Management,Other,Unemployed,Unknown,Unknown,Mumbai,No,Email Opened,3.49,Cold Lead
Landing Page Submission,Google,No,1,3.0,620,1.5,SMS Sent,India,IT Projects Management,Unknown,Working Professional,Might be,Potential Lead,Mumbai,Yes,SMS Sent,99.04,Hot Lead
Landing Page Submission,Google,No,0,3.0,93,3.0,Page Visited on Website,India,IT Projects Management,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Modified,2.89,Cold Lead
Landing Page Submission,Organic Search,No,0,10.0,144,5.0,Email Link Clicked,India,Hospitality Management,Unknown,Unemployed,Unknown,Unknown,Other Cities,No,Modified,1.89,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unemployed,Low in Relevance,Unknown,Other Metro Cities,No,Modified,48.67,Cold Lead
Landing Page Submission,Organic Search,No,1,3.0,1375,3.0,SMS Sent,India,Operations Management,Unknown,Unemployed,High in Relevance,Potential Lead,Other Metro Cities,Yes,SMS Sent,98.08,Hot Lead
Landing Page Submission,Direct Traffic,No,0,2.0,1396,2.0,Email Link Clicked,India,IT Projects Management,Unknown,Unemployed,Worst,Student of SomeSchool,Other Cities of Maharashtra,Yes,Email Link Clicked,1.99,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,247,2.0,SMS Sent,India,IT Projects Management,Unknown,Unknown,Unknown,Unknown,Other Metro Cities,Yes,Modified,1.84,Cold Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Low in Relevance,Other Leads,Other Cities,No,Email Opened,81.11,Hot Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1063,4.0,Email Opened,India,Finance Management,Unknown,Working Professional,Low in Relevance,Other Leads,Mumbai,Yes,Email Opened,98.6,Hot Lead
Landing Page Submission,Direct Traffic,Yes,0,1.0,258,1.0,Email Bounced,United States,Unknown,Unknown,Unemployed,Worst,Student of SomeSchool,Unknown,No,Modified,0.08,Cold Lead
API,Olark Chat,No,0,1.0,170,1.0,Form Submitted on Website,India,Human Resource Management,Other,Unknown,Unknown,Unknown,Other Cities,No,Modified,0.98,Cold Lead
Landing Page Submission,Direct Traffic,No,0,2.0,219,2.0,Email Opened,India,International Business,Unknown,Unemployed,Unknown,Unknown,Other Cities,Yes,Email Opened,4.42,Cold Lead
Landing Page Submission,Direct Traffic,No,1,3.0,692,3.0,SMS Sent,India,Operations Management,Unknown,Unemployed,High in Relevance,Unknown,Thane & Outskirts,Yes,SMS Sent,96.25,Hot Lead
Landing Page Submission,Google,No,1,4.0,1647,4.0,Email Opened,India,E-COMMERCE,Online Search,Businessman,Low in Relevance,Other Leads,Tier II Cities,No,Email Opened,94.47,Hot Lead
API,Organic Search,No,1,8.0,257,4.0,Email Opened,India,Finance Management,Unknown,Working Professional,High in Relevance,Unknown,Mumbai,Yes,Email Opened,95.48,Hot Lead
API,Organic Search,No,1,9.0,1115,2.25,Email Opened,India,Hospitality Management,Unknown,Working Professional,Might be,Other Leads,Other Cities,No,Email Opened,98.83,Hot Lead
API,Olark Chat,No,0,3.0,1599,1.5,Form Submitted on Website,India,Finance Management,Online Search,Unemployed,Unknown,Unknown,Other Cities,No,Modified,29.28,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,7.0,1139,2.33,Email Bounced,India,Operations Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Email Bounced,5.42,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,341,3.0,Email Opened,India,Media and Advertising,Online Search,Unemployed,Unknown,Unknown,Mumbai,No,Email Opened,4.66,Cold Lead
API,Organic Search,No,1,2.0,1248,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Low in Relevance,Other Leads,Other Cities,No,Email Opened,95.77,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Worst,Unknown,Unknown,No,Modified,0.18,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,3.85,Cold Lead
Landing Page Submission,Direct Traffic,No,1,4.0,1115,1.33,Page Visited on Website,India,Finance Management,Unknown,Working Professional,Low in Relevance,Other Leads,Thane & Outskirts,Yes,Page Visited on Website,99.56,Hot Lead
API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Low in Relevance,Other Leads,Other Cities,No,Email Opened,81.11,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Worst,Student of SomeSchool,Unknown,No,Email Opened,0.12,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Link Clicked,12.04,Cold Lead
Landing Page Submission,Direct Traffic,No,0,4.0,73,4.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Unknown,Unknown,Unknown,No,SMS Sent,16.23,Cold Lead
API,Olark Chat,Yes,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Olark Chat Conversation,1.77,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,1103,2.0,SMS Sent,India,IT Projects Management,Unknown,Unemployed,Not Sure,Unknown,Other Cities,No,SMS Sent,8.12,Cold Lead
API,Google,No,0,2.0,144,2.0,Page Visited on Website,India,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Page Visited on Website,4.16,Cold Lead
Landing Page Submission,Google,No,0,3.0,36,3.0,Form Submitted on Website,India,Finance Management,Word Of Mouth,Working Professional,Low in Relevance,Other Leads,Thane & Outskirts,No,Modified,31.72,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
Landing Page Submission,Direct Traffic,No,0,1.0,290,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,Unknown,Unknown,Mumbai,Yes,Modified,2.21,Cold Lead
API,Organic Search,No,0,5.0,168,2.5,Email Opened,United Arab Emirates,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,16.97,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Unknown,Unknown,Unknown,No,Email Opened,44.51,Cold Lead
Landing Page Submission,Direct Traffic,Yes,0,2.0,410,2.0,Email Bounced,India,Finance Management,Unknown,Unknown,Unknown,Unknown,Thane & Outskirts,Yes,Modified,0.29,Cold Lead
Landing Page Submission,Google,No,1,8.0,735,8.0,Email Opened,India,Supply Chain Management,Online Search,Working Professional,Low in Relevance,Other Leads,Mumbai,No,Email Opened,98.16,Hot Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,2.82,Cold Lead
API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Modified,3.85,Cold Lead
Landing Page Submission,Organic Search,No,0,28.0,340,4.0,Email Link Clicked,India,International Business,Unknown,Unemployed,Worst,Other Leads,Mumbai,Yes,Email Link Clicked,0.5,Cold Lead
API,Google,No,0,3.0,88,1.5,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,SMS Sent,45.04,Cold Lead
Landing Page Submission,Direct Traffic,No,0,3.0,515,3.0,Email Opened,India,Human Resource Management,Unknown,Unknown,Unknown,Unknown,Other Cities,Yes,Modified,3.69,Cold Lead
